Sample in Buffer,Sample in Window,TRIGGER,UART_Transfer_i/clock_out_top_0/U0/fifo_count_slv[3:0],UART_Transfer_i/clock_out_top_0/U0/glitching_done,UART_Transfer_i/clock_out_top_0/U0/gpio_latched[15:0],UART_Transfer_i/clock_out_top_0/U0/write_ptr_slv[2:0],UART_Transfer_i/clock_out_top_0/U0/glitch_fifo_debug_0[15:0],UART_Transfer_i/clock_out_top_0/U0/glitch_fifo_debug_1[15:0],UART_Transfer_i/clock_out_top_0/U0/glitch_counter[6:0]
2416,2416,0,0,1,0000,0,0000,0000,00
2417,2417,0,0,1,0000,0,0000,0000,00
2418,2418,0,0,1,0000,0,0000,0000,00
2419,2419,0,0,1,0000,0,0000,0000,00
2420,2420,0,0,1,0000,0,0000,0000,00
2421,2421,0,0,1,0000,0,0000,0000,00
2422,2422,0,0,1,0000,0,0000,0000,00
2423,2423,0,0,1,0000,0,0000,0000,00
2424,2424,0,0,1,0000,0,0000,0000,00
2425,2425,0,0,1,0000,0,0000,0000,00
2426,2426,0,0,1,0000,0,0000,0000,00
2427,2427,0,0,1,0000,0,0000,0000,00
2428,2428,0,0,1,0000,0,0000,0000,00
2429,2429,0,0,1,0000,0,0000,0000,00
2430,2430,0,0,1,0000,0,0000,0000,00
2431,2431,0,0,1,0000,0,0000,0000,00
2432,2432,0,0,1,0000,0,0000,0000,00
2433,2433,0,0,1,0000,0,0000,0000,00
2434,2434,0,0,1,0000,0,0000,0000,00
2435,2435,0,0,1,0000,0,0000,0000,00
2436,2436,0,0,1,0000,0,0000,0000,00
2437,2437,0,0,1,0000,0,0000,0000,00
2438,2438,0,0,1,0000,0,0000,0000,00
2439,2439,0,0,1,0000,0,0000,0000,00
2440,2440,0,0,1,0000,0,0000,0000,00
2441,2441,0,0,1,0000,0,0000,0000,00
2442,2442,0,0,1,0000,0,0000,0000,00
2443,2443,0,0,1,0000,0,0000,0000,00
2444,2444,0,0,1,0000,0,0000,0000,00
2445,2445,0,0,1,0000,0,0000,0000,00
2446,2446,0,0,1,0000,0,0000,0000,00
2447,2447,0,0,1,0000,0,0000,0000,00
2448,2448,0,0,1,0000,0,0000,0000,00
2449,2449,0,0,1,0000,0,0000,0000,00
2450,2450,0,0,1,0000,0,0000,0000,00
2451,2451,0,0,1,0000,0,0000,0000,00
2452,2452,0,0,1,0000,0,0000,0000,00
2453,2453,0,0,1,0000,0,0000,0000,00
2454,2454,0,0,1,0000,0,0000,0000,00
2455,2455,0,0,1,0000,0,0000,0000,00
2456,2456,0,0,1,0000,0,0000,0000,00
2457,2457,0,0,1,0000,0,0000,0000,00
2458,2458,0,0,1,0000,0,0000,0000,00
2459,2459,0,0,1,0000,0,0000,0000,00
2460,2460,0,0,1,0000,0,0000,0000,00
2461,2461,0,0,1,0000,0,0000,0000,00
2462,2462,0,0,1,0000,0,0000,0000,00
2463,2463,0,0,1,0000,0,0000,0000,00
2464,2464,0,0,1,0000,0,0000,0000,00
2465,2465,0,0,1,0000,0,0000,0000,00
2466,2466,0,0,1,0000,0,0000,0000,00
2467,2467,0,0,1,0000,0,0000,0000,00
2468,2468,0,0,1,0000,0,0000,0000,00
2469,2469,0,0,1,0000,0,0000,0000,00
2470,2470,0,0,1,0000,0,0000,0000,00
2471,2471,0,0,1,0000,0,0000,0000,00
2472,2472,0,0,1,0000,0,0000,0000,00
2473,2473,0,0,1,0000,0,0000,0000,00
2474,2474,0,0,1,0000,0,0000,0000,00
2475,2475,0,0,1,0000,0,0000,0000,00
2476,2476,0,0,1,0000,0,0000,0000,00
2477,2477,0,0,1,0000,0,0000,0000,00
2478,2478,0,0,1,0000,0,0000,0000,00
2479,2479,0,0,1,0000,0,0000,0000,00
2480,2480,0,0,1,0000,0,0000,0000,00
2481,2481,0,0,1,0000,0,0000,0000,00
2482,2482,0,0,1,0000,0,0000,0000,00
2483,2483,0,0,1,0000,0,0000,0000,00
2484,2484,0,0,1,0000,0,0000,0000,00
2485,2485,0,0,1,0000,0,0000,0000,00
2486,2486,0,0,1,0000,0,0000,0000,00
2487,2487,0,0,1,0000,0,0000,0000,00
2488,2488,0,0,1,0000,0,0000,0000,00
2489,2489,0,0,1,0000,0,0000,0000,00
2490,2490,0,0,1,0000,0,0000,0000,00
2491,2491,0,0,1,0000,0,0000,0000,00
2492,2492,0,0,1,0000,0,0000,0000,00
2493,2493,0,0,1,0000,0,0000,0000,00
2494,2494,0,0,1,0000,0,0000,0000,00
2495,2495,0,0,1,0000,0,0000,0000,00
2496,2496,0,0,1,0000,0,0000,0000,00
2497,2497,0,0,1,0000,0,0000,0000,00
2498,2498,0,0,1,0000,0,0000,0000,00
2499,2499,0,0,1,0000,0,0000,0000,00
2500,2500,0,0,1,0000,0,0000,0000,00
2501,2501,0,0,1,0000,0,0000,0000,00
2502,2502,0,0,1,0000,0,0000,0000,00
2503,2503,0,0,1,0000,0,0000,0000,00
2504,2504,0,0,1,0000,0,0000,0000,00
2505,2505,0,0,1,0000,0,0000,0000,00
2506,2506,0,0,1,0000,0,0000,0000,00
2507,2507,0,0,1,0000,0,0000,0000,00
2508,2508,0,0,1,0000,0,0000,0000,00
2509,2509,0,0,1,0000,0,0000,0000,00
2510,2510,0,0,1,0000,0,0000,0000,00
2511,2511,0,0,1,0000,0,0000,0000,00
2512,2512,0,0,1,0000,0,0000,0000,00
2513,2513,0,0,1,0000,0,0000,0000,00
2514,2514,0,0,1,0000,0,0000,0000,00
2515,2515,0,0,1,0000,0,0000,0000,00
2516,2516,0,0,1,0000,0,0000,0000,00
2517,2517,0,0,1,0000,0,0000,0000,00
2518,2518,0,0,1,0000,0,0000,0000,00
2519,2519,0,0,1,0000,0,0000,0000,00
2520,2520,0,0,1,0000,0,0000,0000,00
2521,2521,0,0,1,0000,0,0000,0000,00
2522,2522,0,0,1,0000,0,0000,0000,00
2523,2523,0,0,1,0000,0,0000,0000,00
2524,2524,0,0,1,0000,0,0000,0000,00
2525,2525,0,0,1,0000,0,0000,0000,00
2526,2526,0,0,1,0000,0,0000,0000,00
2527,2527,0,0,1,0000,0,0000,0000,00
2528,2528,0,0,1,0000,0,0000,0000,00
2529,2529,0,0,1,0000,0,0000,0000,00
2530,2530,0,0,1,0000,0,0000,0000,00
2531,2531,0,0,1,0000,0,0000,0000,00
2532,2532,0,0,1,0000,0,0000,0000,00
2533,2533,0,0,1,0000,0,0000,0000,00
2534,2534,0,0,1,0000,0,0000,0000,00
2535,2535,0,0,1,0000,0,0000,0000,00
2536,2536,0,0,1,0000,0,0000,0000,00
2537,2537,0,0,1,0000,0,0000,0000,00
2538,2538,0,0,1,0000,0,0000,0000,00
2539,2539,0,0,1,0000,0,0000,0000,00
2540,2540,0,0,1,0000,0,0000,0000,00
2541,2541,0,0,1,0000,0,0000,0000,00
2542,2542,0,0,1,0000,0,0000,0000,00
2543,2543,0,0,1,0000,0,0000,0000,00
2544,2544,0,0,1,0000,0,0000,0000,00
2545,2545,0,0,1,0000,0,0000,0000,00
2546,2546,0,0,1,0000,0,0000,0000,00
2547,2547,0,0,1,0000,0,0000,0000,00
2548,2548,0,0,1,0000,0,0000,0000,00
2549,2549,0,0,1,0000,0,0000,0000,00
2550,2550,0,0,1,0000,0,0000,0000,00
2551,2551,0,0,1,0000,0,0000,0000,00
2552,2552,0,0,1,0000,0,0000,0000,00
2553,2553,0,0,1,0000,0,0000,0000,00
2554,2554,0,0,1,0000,0,0000,0000,00
2555,2555,0,0,1,0000,0,0000,0000,00
2556,2556,0,0,1,0000,0,0000,0000,00
2557,2557,0,0,1,0000,0,0000,0000,00
2558,2558,0,0,1,0000,0,0000,0000,00
2559,2559,0,0,1,0000,0,0000,0000,00
2560,2560,0,0,1,0000,0,0000,0000,00
2561,2561,0,0,1,0000,0,0000,0000,00
2562,2562,0,0,1,0000,0,0000,0000,00
2563,2563,0,0,1,0000,0,0000,0000,00
2564,2564,0,0,1,0000,0,0000,0000,00
2565,2565,0,0,1,0000,0,0000,0000,00
2566,2566,0,0,1,0000,0,0000,0000,00
2567,2567,0,0,1,0000,0,0000,0000,00
2568,2568,0,0,1,0000,0,0000,0000,00
2569,2569,0,0,1,0000,0,0000,0000,00
2570,2570,0,0,1,0000,0,0000,0000,00
2571,2571,0,0,1,0000,0,0000,0000,00
2572,2572,0,0,1,0000,0,0000,0000,00
2573,2573,0,0,1,0000,0,0000,0000,00
2574,2574,0,0,1,0000,0,0000,0000,00
2575,2575,0,0,1,0000,0,0000,0000,00
2576,2576,0,0,1,0000,0,0000,0000,00
2577,2577,0,0,1,0000,0,0000,0000,00
2578,2578,0,0,1,0000,0,0000,0000,00
2579,2579,0,0,1,0000,0,0000,0000,00
2580,2580,0,0,1,0000,0,0000,0000,00
2581,2581,0,0,1,0000,0,0000,0000,00
2582,2582,0,0,1,0000,0,0000,0000,00
2583,2583,0,0,1,0000,0,0000,0000,00
2584,2584,0,0,1,0000,0,0000,0000,00
2585,2585,0,0,1,0000,0,0000,0000,00
2586,2586,0,0,1,0000,0,0000,0000,00
2587,2587,0,0,1,0000,0,0000,0000,00
2588,2588,0,0,1,0000,0,0000,0000,00
2589,2589,0,0,1,0000,0,0000,0000,00
2590,2590,0,0,1,0000,0,0000,0000,00
2591,2591,0,0,1,0000,0,0000,0000,00
2592,2592,0,0,1,0000,0,0000,0000,00
2593,2593,0,0,1,0000,0,0000,0000,00
2594,2594,0,0,1,0000,0,0000,0000,00
2595,2595,0,0,1,0000,0,0000,0000,00
2596,2596,0,0,1,0000,0,0000,0000,00
2597,2597,0,0,1,0000,0,0000,0000,00
2598,2598,0,0,1,0000,0,0000,0000,00
2599,2599,0,0,1,0000,0,0000,0000,00
2600,2600,0,0,1,0000,0,0000,0000,00
2601,2601,0,0,1,0000,0,0000,0000,00
2602,2602,0,0,1,0000,0,0000,0000,00
2603,2603,0,0,1,0000,0,0000,0000,00
2604,2604,0,0,1,0000,0,0000,0000,00
2605,2605,0,0,1,0000,0,0000,0000,00
2606,2606,0,0,1,0000,0,0000,0000,00
2607,2607,0,0,1,0000,0,0000,0000,00
2608,2608,0,0,1,0000,0,0000,0000,00
2609,2609,0,0,1,0000,0,0000,0000,00
2610,2610,0,0,1,0000,0,0000,0000,00
2611,2611,0,0,1,0000,0,0000,0000,00
2612,2612,0,0,1,0000,0,0000,0000,00
2613,2613,0,0,1,0000,0,0000,0000,00
2614,2614,0,0,1,0000,0,0000,0000,00
2615,2615,0,0,1,0000,0,0000,0000,00
2616,2616,0,0,1,0000,0,0000,0000,00
2617,2617,0,0,1,0000,0,0000,0000,00
2618,2618,0,0,1,0000,0,0000,0000,00
2619,2619,0,0,1,0000,0,0000,0000,00
2620,2620,0,0,1,0000,0,0000,0000,00
2621,2621,0,0,1,0000,0,0000,0000,00
2622,2622,0,0,1,0000,0,0000,0000,00
2623,2623,0,0,1,0000,0,0000,0000,00
2624,2624,0,0,1,0000,0,0000,0000,00
2625,2625,0,0,1,0000,0,0000,0000,00
2626,2626,0,0,1,0000,0,0000,0000,00
2627,2627,0,0,1,0000,0,0000,0000,00
2628,2628,0,0,1,0000,0,0000,0000,00
2629,2629,0,0,1,0000,0,0000,0000,00
2630,2630,0,0,1,0000,0,0000,0000,00
2631,2631,0,0,1,0000,0,0000,0000,00
2632,2632,0,0,1,0000,0,0000,0000,00
2633,2633,0,0,1,0000,0,0000,0000,00
2634,2634,0,0,1,0000,0,0000,0000,00
2635,2635,0,0,1,0000,0,0000,0000,00
2636,2636,0,0,1,0000,0,0000,0000,00
2637,2637,0,0,1,0000,0,0000,0000,00
2638,2638,0,0,1,0000,0,0000,0000,00
2639,2639,0,0,1,0000,0,0000,0000,00
2640,2640,0,0,1,0000,0,0000,0000,00
2641,2641,0,0,1,0000,0,0000,0000,00
2642,2642,0,0,1,0000,0,0000,0000,00
2643,2643,0,0,1,0000,0,0000,0000,00
2644,2644,0,0,1,0000,0,0000,0000,00
2645,2645,0,0,1,0000,0,0000,0000,00
2646,2646,0,0,1,0000,0,0000,0000,00
2647,2647,0,0,1,0000,0,0000,0000,00
2648,2648,0,0,1,0000,0,0000,0000,00
2649,2649,0,0,1,0000,0,0000,0000,00
2650,2650,0,0,1,0000,0,0000,0000,00
2651,2651,0,0,1,0000,0,0000,0000,00
2652,2652,0,0,1,0000,0,0000,0000,00
2653,2653,0,0,1,0000,0,0000,0000,00
2654,2654,0,0,1,0000,0,0000,0000,00
2655,2655,0,0,1,0000,0,0000,0000,00
2656,2656,0,0,1,0000,0,0000,0000,00
2657,2657,0,0,1,0000,0,0000,0000,00
2658,2658,0,0,1,0000,0,0000,0000,00
2659,2659,0,0,1,0000,0,0000,0000,00
2660,2660,0,0,1,0000,0,0000,0000,00
2661,2661,0,0,1,0000,0,0000,0000,00
2662,2662,0,0,1,0000,0,0000,0000,00
2663,2663,0,0,1,0000,0,0000,0000,00
2664,2664,0,0,1,0000,0,0000,0000,00
2665,2665,0,0,1,0000,0,0000,0000,00
2666,2666,0,0,1,0000,0,0000,0000,00
2667,2667,0,0,1,0000,0,0000,0000,00
2668,2668,0,0,1,0000,0,0000,0000,00
2669,2669,0,0,1,0000,0,0000,0000,00
2670,2670,0,0,1,0000,0,0000,0000,00
2671,2671,0,0,1,0000,0,0000,0000,00
2672,2672,0,0,1,0000,0,0000,0000,00
2673,2673,0,0,1,0000,0,0000,0000,00
2674,2674,0,0,1,0000,0,0000,0000,00
2675,2675,0,0,1,0000,0,0000,0000,00
2676,2676,0,0,1,0000,0,0000,0000,00
2677,2677,0,0,1,0000,0,0000,0000,00
2678,2678,0,0,1,0000,0,0000,0000,00
2679,2679,0,0,1,0000,0,0000,0000,00
2680,2680,0,0,1,0000,0,0000,0000,00
2681,2681,0,0,1,0000,0,0000,0000,00
2682,2682,0,0,1,0000,0,0000,0000,00
2683,2683,0,0,1,0000,0,0000,0000,00
2684,2684,0,0,1,0000,0,0000,0000,00
2685,2685,0,0,1,0000,0,0000,0000,00
2686,2686,0,0,1,0000,0,0000,0000,00
2687,2687,0,0,1,0000,0,0000,0000,00
2688,2688,0,0,1,0000,0,0000,0000,00
2689,2689,0,0,1,0000,0,0000,0000,00
2690,2690,0,0,1,0000,0,0000,0000,00
2691,2691,0,0,1,0000,0,0000,0000,00
2692,2692,0,0,1,0000,0,0000,0000,00
2693,2693,0,0,1,0000,0,0000,0000,00
2694,2694,0,0,1,0000,0,0000,0000,00
2695,2695,0,0,1,0000,0,0000,0000,00
2696,2696,0,0,1,0000,0,0000,0000,00
2697,2697,0,0,1,0000,0,0000,0000,00
2698,2698,0,0,1,0000,0,0000,0000,00
2699,2699,0,0,1,0000,0,0000,0000,00
2700,2700,0,0,1,0000,0,0000,0000,00
2701,2701,0,0,1,0000,0,0000,0000,00
2702,2702,0,0,1,0000,0,0000,0000,00
2703,2703,0,0,1,0000,0,0000,0000,00
2704,2704,0,0,1,0000,0,0000,0000,00
2705,2705,0,0,1,0000,0,0000,0000,00
2706,2706,0,0,1,0000,0,0000,0000,00
2707,2707,0,0,1,0000,0,0000,0000,00
2708,2708,0,0,1,0000,0,0000,0000,00
2709,2709,0,0,1,0000,0,0000,0000,00
2710,2710,0,0,1,0000,0,0000,0000,00
2711,2711,0,0,1,0000,0,0000,0000,00
2712,2712,0,0,1,0000,0,0000,0000,00
2713,2713,0,0,1,0000,0,0000,0000,00
2714,2714,0,0,1,0000,0,0000,0000,00
2715,2715,0,0,1,0000,0,0000,0000,00
2716,2716,0,0,1,0000,0,0000,0000,00
2717,2717,0,0,1,0000,0,0000,0000,00
2718,2718,0,0,1,0000,0,0000,0000,00
2719,2719,0,0,1,0000,0,0000,0000,00
2720,2720,0,0,1,0000,0,0000,0000,00
2721,2721,0,0,1,0000,0,0000,0000,00
2722,2722,0,0,1,0000,0,0000,0000,00
2723,2723,0,0,1,0000,0,0000,0000,00
2724,2724,0,0,1,0000,0,0000,0000,00
2725,2725,0,0,1,0000,0,0000,0000,00
2726,2726,0,0,1,0000,0,0000,0000,00
2727,2727,0,0,1,0000,0,0000,0000,00
2728,2728,0,0,1,0000,0,0000,0000,00
2729,2729,0,0,1,0000,0,0000,0000,00
2730,2730,0,0,1,0000,0,0000,0000,00
2731,2731,0,0,1,0000,0,0000,0000,00
2732,2732,0,0,1,0000,0,0000,0000,00
2733,2733,0,0,1,0000,0,0000,0000,00
2734,2734,0,0,1,0000,0,0000,0000,00
2735,2735,0,0,1,0000,0,0000,0000,00
2736,2736,0,0,1,0000,0,0000,0000,00
2737,2737,0,0,1,0000,0,0000,0000,00
2738,2738,0,0,1,0000,0,0000,0000,00
2739,2739,0,0,1,0000,0,0000,0000,00
2740,2740,0,0,1,0000,0,0000,0000,00
2741,2741,0,0,1,0000,0,0000,0000,00
2742,2742,0,0,1,0000,0,0000,0000,00
2743,2743,0,0,1,0000,0,0000,0000,00
2744,2744,0,0,1,0000,0,0000,0000,00
2745,2745,0,0,1,0000,0,0000,0000,00
2746,2746,0,0,1,0000,0,0000,0000,00
2747,2747,0,0,1,0000,0,0000,0000,00
2748,2748,0,0,1,0000,0,0000,0000,00
2749,2749,0,0,1,0000,0,0000,0000,00
2750,2750,0,0,1,0000,0,0000,0000,00
2751,2751,0,0,1,0000,0,0000,0000,00
2752,2752,0,0,1,0000,0,0000,0000,00
2753,2753,0,0,1,0000,0,0000,0000,00
2754,2754,0,0,1,0000,0,0000,0000,00
2755,2755,0,0,1,0000,0,0000,0000,00
2756,2756,0,0,1,0000,0,0000,0000,00
2757,2757,0,0,1,0000,0,0000,0000,00
2758,2758,0,0,1,0000,0,0000,0000,00
2759,2759,0,0,1,0000,0,0000,0000,00
2760,2760,0,0,1,0000,0,0000,0000,00
2761,2761,0,0,1,0000,0,0000,0000,00
2762,2762,0,0,1,0000,0,0000,0000,00
2763,2763,0,0,1,0000,0,0000,0000,00
2764,2764,0,0,1,0000,0,0000,0000,00
2765,2765,0,0,1,0000,0,0000,0000,00
2766,2766,0,0,1,0000,0,0000,0000,00
2767,2767,0,0,1,0000,0,0000,0000,00
2768,2768,0,0,1,0000,0,0000,0000,00
2769,2769,0,0,1,0000,0,0000,0000,00
2770,2770,0,0,1,0000,0,0000,0000,00
2771,2771,0,0,1,0000,0,0000,0000,00
2772,2772,0,0,1,0000,0,0000,0000,00
2773,2773,0,0,1,0000,0,0000,0000,00
2774,2774,0,0,1,0000,0,0000,0000,00
2775,2775,0,0,1,0000,0,0000,0000,00
2776,2776,0,0,1,0000,0,0000,0000,00
2777,2777,0,0,1,0000,0,0000,0000,00
2778,2778,0,0,1,0000,0,0000,0000,00
2779,2779,0,0,1,0000,0,0000,0000,00
2780,2780,0,0,1,0000,0,0000,0000,00
2781,2781,0,0,1,0000,0,0000,0000,00
2782,2782,0,0,1,0000,0,0000,0000,00
2783,2783,0,0,1,0000,0,0000,0000,00
2784,2784,0,0,1,0000,0,0000,0000,00
2785,2785,0,0,1,0000,0,0000,0000,00
2786,2786,0,0,1,0000,0,0000,0000,00
2787,2787,0,0,1,0000,0,0000,0000,00
2788,2788,0,0,1,0000,0,0000,0000,00
2789,2789,0,0,1,0000,0,0000,0000,00
2790,2790,0,0,1,0000,0,0000,0000,00
2791,2791,0,0,1,0000,0,0000,0000,00
2792,2792,0,0,1,0000,0,0000,0000,00
2793,2793,0,0,1,0000,0,0000,0000,00
2794,2794,0,0,1,0000,0,0000,0000,00
2795,2795,0,0,1,0000,0,0000,0000,00
2796,2796,0,0,1,0000,0,0000,0000,00
2797,2797,0,0,1,0000,0,0000,0000,00
2798,2798,0,0,1,0000,0,0000,0000,00
2799,2799,0,0,1,0000,0,0000,0000,00
2800,2800,0,0,1,0000,0,0000,0000,00
2801,2801,0,0,1,0000,0,0000,0000,00
2802,2802,0,0,1,0000,0,0000,0000,00
2803,2803,0,0,1,0000,0,0000,0000,00
2804,2804,0,0,1,0000,0,0000,0000,00
2805,2805,0,0,1,0000,0,0000,0000,00
2806,2806,0,0,1,0000,0,0000,0000,00
2807,2807,0,0,1,0000,0,0000,0000,00
2808,2808,0,0,1,0000,0,0000,0000,00
2809,2809,0,0,1,0000,0,0000,0000,00
2810,2810,0,0,1,0000,0,0000,0000,00
2811,2811,0,0,1,0000,0,0000,0000,00
2812,2812,0,0,1,0000,0,0000,0000,00
2813,2813,0,0,1,0000,0,0000,0000,00
2814,2814,0,0,1,0000,0,0000,0000,00
2815,2815,0,0,1,0000,0,0000,0000,00
2816,2816,0,0,1,0000,0,0000,0000,00
2817,2817,0,0,1,0000,0,0000,0000,00
2818,2818,0,0,1,0000,0,0000,0000,00
2819,2819,0,0,1,0000,0,0000,0000,00
2820,2820,0,0,1,0000,0,0000,0000,00
2821,2821,0,0,1,0000,0,0000,0000,00
2822,2822,0,0,1,0000,0,0000,0000,00
2823,2823,0,0,1,0000,0,0000,0000,00
2824,2824,0,0,1,0000,0,0000,0000,00
2825,2825,0,0,1,0000,0,0000,0000,00
2826,2826,0,0,1,0000,0,0000,0000,00
2827,2827,0,0,1,0000,0,0000,0000,00
2828,2828,0,0,1,0000,0,0000,0000,00
2829,2829,0,0,1,0000,0,0000,0000,00
2830,2830,0,0,1,0000,0,0000,0000,00
2831,2831,0,0,1,0000,0,0000,0000,00
2832,2832,0,0,1,0000,0,0000,0000,00
2833,2833,0,0,1,0000,0,0000,0000,00
2834,2834,0,0,1,0000,0,0000,0000,00
2835,2835,0,0,1,0000,0,0000,0000,00
2836,2836,0,0,1,0000,0,0000,0000,00
2837,2837,0,0,1,0000,0,0000,0000,00
2838,2838,0,0,1,0000,0,0000,0000,00
2839,2839,0,0,1,0000,0,0000,0000,00
2840,2840,0,0,1,0000,0,0000,0000,00
2841,2841,0,0,1,0000,0,0000,0000,00
2842,2842,0,0,1,0000,0,0000,0000,00
2843,2843,0,0,1,0000,0,0000,0000,00
2844,2844,0,0,1,0000,0,0000,0000,00
2845,2845,0,0,1,0000,0,0000,0000,00
2846,2846,0,0,1,0000,0,0000,0000,00
2847,2847,0,0,1,0000,0,0000,0000,00
2848,2848,0,0,1,0000,0,0000,0000,00
2849,2849,0,0,1,0000,0,0000,0000,00
2850,2850,0,0,1,0000,0,0000,0000,00
2851,2851,0,0,1,0000,0,0000,0000,00
2852,2852,0,0,1,0000,0,0000,0000,00
2853,2853,0,0,1,0000,0,0000,0000,00
2854,2854,0,0,1,0000,0,0000,0000,00
2855,2855,0,0,1,0000,0,0000,0000,00
2856,2856,0,0,1,0000,0,0000,0000,00
2857,2857,0,0,1,0000,0,0000,0000,00
2858,2858,0,0,1,0000,0,0000,0000,00
2859,2859,0,0,1,0000,0,0000,0000,00
2860,2860,0,0,1,0000,0,0000,0000,00
2861,2861,0,0,1,0000,0,0000,0000,00
2862,2862,0,0,1,0000,0,0000,0000,00
2863,2863,0,0,1,0000,0,0000,0000,00
2864,2864,0,0,1,0000,0,0000,0000,00
2865,2865,0,0,1,0000,0,0000,0000,00
2866,2866,0,0,1,0000,0,0000,0000,00
2867,2867,0,0,1,0000,0,0000,0000,00
2868,2868,0,0,1,0000,0,0000,0000,00
2869,2869,0,0,1,0000,0,0000,0000,00
2870,2870,0,0,1,0000,0,0000,0000,00
2871,2871,0,0,1,0000,0,0000,0000,00
2872,2872,0,0,1,0000,0,0000,0000,00
2873,2873,0,0,1,0000,0,0000,0000,00
2874,2874,0,0,1,0000,0,0000,0000,00
2875,2875,0,0,1,0000,0,0000,0000,00
2876,2876,0,0,1,0000,0,0000,0000,00
2877,2877,0,0,1,0000,0,0000,0000,00
2878,2878,0,0,1,0000,0,0000,0000,00
2879,2879,0,0,1,0000,0,0000,0000,00
2880,2880,0,0,1,0000,0,0000,0000,00
2881,2881,0,0,1,0000,0,0000,0000,00
2882,2882,0,0,1,0000,0,0000,0000,00
2883,2883,0,0,1,0000,0,0000,0000,00
2884,2884,0,0,1,0000,0,0000,0000,00
2885,2885,0,0,1,0000,0,0000,0000,00
2886,2886,0,0,1,0000,0,0000,0000,00
2887,2887,0,0,1,0000,0,0000,0000,00
2888,2888,0,0,1,0000,0,0000,0000,00
2889,2889,0,0,1,0000,0,0000,0000,00
2890,2890,0,0,1,0000,0,0000,0000,00
2891,2891,0,0,1,0000,0,0000,0000,00
2892,2892,0,0,1,0000,0,0000,0000,00
2893,2893,0,0,1,0000,0,0000,0000,00
2894,2894,0,0,1,0000,0,0000,0000,00
2895,2895,0,0,1,0000,0,0000,0000,00
2896,2896,0,0,1,0000,0,0000,0000,00
2897,2897,0,0,1,0000,0,0000,0000,00
2898,2898,0,0,1,0000,0,0000,0000,00
2899,2899,0,0,1,0000,0,0000,0000,00
2900,2900,0,0,1,0000,0,0000,0000,00
2901,2901,0,0,1,0000,0,0000,0000,00
2902,2902,0,0,1,0000,0,0000,0000,00
2903,2903,0,0,1,0000,0,0000,0000,00
2904,2904,0,0,1,0000,0,0000,0000,00
2905,2905,0,0,1,0000,0,0000,0000,00
2906,2906,0,0,1,0000,0,0000,0000,00
2907,2907,0,0,1,0000,0,0000,0000,00
2908,2908,0,0,1,0000,0,0000,0000,00
2909,2909,0,0,1,0000,0,0000,0000,00
2910,2910,0,0,1,0000,0,0000,0000,00
2911,2911,0,0,1,0000,0,0000,0000,00
2912,2912,0,0,1,0000,0,0000,0000,00
2913,2913,0,0,1,0000,0,0000,0000,00
2914,2914,0,0,1,0000,0,0000,0000,00
2915,2915,0,0,1,0000,0,0000,0000,00
2916,2916,0,0,1,0000,0,0000,0000,00
2917,2917,0,0,1,0000,0,0000,0000,00
2918,2918,0,0,1,0000,0,0000,0000,00
2919,2919,0,0,1,0000,0,0000,0000,00
2920,2920,0,0,1,0000,0,0000,0000,00
2921,2921,0,0,1,0000,0,0000,0000,00
2922,2922,0,0,1,0000,0,0000,0000,00
2923,2923,0,0,1,0000,0,0000,0000,00
2924,2924,0,0,1,0000,0,0000,0000,00
2925,2925,0,0,1,0000,0,0000,0000,00
2926,2926,0,0,1,0000,0,0000,0000,00
2927,2927,0,0,1,0000,0,0000,0000,00
2928,2928,0,0,1,0000,0,0000,0000,00
2929,2929,0,0,1,0000,0,0000,0000,00
2930,2930,0,0,1,0000,0,0000,0000,00
2931,2931,0,0,1,0000,0,0000,0000,00
2932,2932,0,0,1,0000,0,0000,0000,00
2933,2933,0,0,1,0000,0,0000,0000,00
2934,2934,0,0,1,0000,0,0000,0000,00
2935,2935,0,0,1,0000,0,0000,0000,00
2936,2936,0,0,1,0000,0,0000,0000,00
2937,2937,0,0,1,0000,0,0000,0000,00
2938,2938,0,0,1,0000,0,0000,0000,00
2939,2939,0,0,1,0000,0,0000,0000,00
2940,2940,0,0,1,0000,0,0000,0000,00
2941,2941,0,0,1,0000,0,0000,0000,00
2942,2942,0,0,1,0000,0,0000,0000,00
2943,2943,0,0,1,0000,0,0000,0000,00
2944,2944,0,0,1,0000,0,0000,0000,00
2945,2945,0,0,1,0000,0,0000,0000,00
2946,2946,0,0,1,0000,0,0000,0000,00
2947,2947,0,0,1,0000,0,0000,0000,00
2948,2948,0,0,1,0000,0,0000,0000,00
2949,2949,0,0,1,0000,0,0000,0000,00
2950,2950,0,0,1,0000,0,0000,0000,00
2951,2951,0,0,1,0000,0,0000,0000,00
2952,2952,0,0,1,0000,0,0000,0000,00
2953,2953,0,0,1,0000,0,0000,0000,00
2954,2954,0,0,1,0000,0,0000,0000,00
2955,2955,0,0,1,0000,0,0000,0000,00
2956,2956,0,0,1,0000,0,0000,0000,00
2957,2957,0,0,1,0000,0,0000,0000,00
2958,2958,0,0,1,0000,0,0000,0000,00
2959,2959,0,0,1,0000,0,0000,0000,00
2960,2960,0,0,1,0000,0,0000,0000,00
2961,2961,0,0,1,0000,0,0000,0000,00
2962,2962,0,0,1,0000,0,0000,0000,00
2963,2963,0,0,1,0000,0,0000,0000,00
2964,2964,0,0,1,0000,0,0000,0000,00
